CCM Code,Campus,Campus Name,College,College Name,Major,Major Name,Self Support,Subcampus Ind,Ugrad Req Units,UC Discp,UC Discipline Name,CIP Code,CIP Name,Major Long Name
01162E9,01,Berkeley,16,College Of Engineering,2E9,CIVIL & ENV ENGIN PROF MS,N,GENERAL CAMPUS,0,240,ENGINEERING,140801,"Civil Engineering, General.",CIVIL AND ENVIRONMENTAL ENGINEERING PROFESSIONAL MS
01162G4,01,Berkeley,16,College Of Engineering,2G4,MASTER OF ANALYTICS,Y,GENERAL CAMPUS,0,240,ENGINEERING,143701,Operations Research.,MASTER OF ANALYTICS
01162G7,01,Berkeley,16,College Of Engineering,2G7,MAS-ENGINEERING,Y,GENERAL CAMPUS,0,240,ENGINEERING,140101,"Engineering, General.",MASTERS OF ADVANCED STUDY IN ENGINEERING
0116300,01,Berkeley,16,College Of Engineering,300,CIVIL ENGR,N,GENERAL CAMPUS,0,240,ENGINEERING,140801,"Civil Engineering, General.",CIVIL ENGINEERING
0116306,01,Berkeley,16,College Of Engineering,306,ELEC ENGR COMPUT SCI,N,GENERAL CAMPUS,0,240,ENGINEERING,141001,Electrical and Electronics Engineering,ELECTRICAL ENGINEERING - COMPUTER SCIENCE
0116308,01,Berkeley,16,College Of Engineering,308,E SCI-EE&COMPUT SCI,N,GENERAL CAMPUS,0,240,ENGINEERING,141001,Electrical and Electronics Engineering,ENGINEERING SCIENCE - ELECTRICAL ENGINEERING & COMPUTER SCIENCE
0116309,01,Berkeley,16,College Of Engineering,309,ENGR GEOSCIENCE,N,GENERAL CAMPUS,0,240,ENGINEERING,143901,Geological/Geophysical Engineering.,ENGINEERING GEOSCIENCES
0116311,01,Berkeley,16,College Of Engineering,311,E SCI-IND ENG OP RES,N,GENERAL CAMPUS,0,240,ENGINEERING,143701,Operations Research.,ENGINEERING SCIENCE- INDUSTRIAL ENGINEERING OPERATIONS RESEARCH
0116312,01,Berkeley,16,College Of Engineering,312,ENGR MATH-MATH SCI,N,GENERAL CAMPUS,120,240,ENGINEERING,141301,Engineering Science.,ENGINEERING MATHEMATICS - MATHEMATICS SCIENCE
0116313,01,Berkeley,16,College Of Engineering,313,E SCI-MAT SCI & MIN ENGR,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,401001,Materials Science.,ENGINEERING SCIENCE - MATERIAL SCIENCE & MIN ENGINEERING
0116314,01,Berkeley,16,College Of Engineering,314,E SCI-MECH ENGR,N,GENERAL CAMPUS,0,240,ENGINEERING,141901,Mechanical Engineering.,ENGINEERING SCIENCE - MECHANICAL ENGINEERING
0116315,01,Berkeley,16,College Of Engineering,315,ENGINEERING PHYSICS,N,GENERAL CAMPUS,0,240,ENGINEERING,141201,Engineering Physics/Applied Physics.,ENGINEERING PHYSICS
0116316,01,Berkeley,16,College Of Engineering,316,E SCI-NAVAT ARCH,N,GENERAL CAMPUS,0,240,ENGINEERING,142201,Naval Architecture and Marine Engineering.,ENGINEERING SCIENCE - NAVAL ARCHITECTURE
0116317,01,Berkeley,16,College Of Engineering,317,E SCI-NUCLEAR ENGR,N,GENERAL CAMPUS,0,240,ENGINEERING,142301,Nuclear Engineering.,ENGINEERING SCIENCE - NUCLEAR ENGINEERING
0116318,01,Berkeley,16,College Of Engineering,318,ENGINEERING SCIENCE,N,GENERAL CAMPUS,0,240,ENGINEERING,141301,Engineering Science.,ENGINEERING SCIENCE
011631A,01,Berkeley,16,College Of Engineering,31A,E SCI-MAT SCI & ENGR,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,401001,Materials Science.,ENGINEERING SCIENCE - MATERIALS SCIENCE & ENGINEERING
0116324,01,Berkeley,16,College Of Engineering,324,INDUS ENGR & OPER RSN,N,GENERAL CAMPUS,0,240,ENGINEERING,143701,Operations Research.,INDUSTRIAL ENGINEERING & OPERATIONS RESEARCH ENGINEERING
0116328,01,Berkeley,16,College Of Engineering,328,MAT SCI & ENGR,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,401001,Materials Science.,MATERIALS SCIENCE & ENGINEERING
0116330,01,Berkeley,16,College Of Engineering,330,MECH ENGR,N,GENERAL CAMPUS,0,240,ENGINEERING,141901,Mechanical Engineering.,MECHANICAL ENGINEERING
0116334,01,Berkeley,16,College Of Engineering,334,OCEAN ENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,142401,Ocean Engineering.,OCEAN ENGINEERING
0116337,01,Berkeley,16,College Of Engineering,337,ENGR-PETROLEUM,N,GENERAL CAMPUS,0,240,ENGINEERING,142501,Petroleum Engineering.,ENGINEERING - PETROLEUM
0116338,01,Berkeley,16,College Of Engineering,338,MINERAL ENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,141801,Materials Engineering.,MINERAL ENGINEERING
0116342,01,Berkeley,16,College Of Engineering,342,NUCLEAR ENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,142301,Nuclear Engineering.,NUCLEAR ENGINEERING
0116381,01,Berkeley,16,College Of Engineering,381,MANUFACTURING ENGR,N,GENERAL CAMPUS,0,240,ENGINEERING,143601,Manufacturing Engineering.,MANUFACTURING ENGINEERING
0116384,01,Berkeley,16,College Of Engineering,384,ENVIRONMENTAL ENGINEERING,N,GENERAL CAMPUS,0,240,ENGINEERING,141401,Environmental/Environmental Health Engineering.,ENVIRONMENTAL ENGINEERING
01163A1,01,Berkeley,16,College Of Engineering,3A1,E SCI-MAT SCI & ENGR,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,401001,Materials Science.,ENGINEERING SCIENCE - MATERIALS SCIENCE & ENGINEERING
01163Z2,01,Berkeley,16,College Of Engineering,3Z2,E SCI-CIVIL&ENVIRONMENTAL,N,GENERAL CAMPUS,0,240,ENGINEERING,140801,"Civil Engineering, General.",ENGINEERING SCIENCE - CIVIL & ENVIRONMENTAL
0116649,01,Berkeley,16,College Of Engineering,649,EARTH RESOURCES ENGR,N,GENERAL CAMPUS,0,240,ENGINEERING,143901,Geological/Geophysical Engineering.,EARTH RESOURCES ENGINEERING
0116650,01,Berkeley,16,College Of Engineering,650,ENGR: MECH & PETROLEUM,N,GENERAL CAMPUS,0,240,ENGINEERING,142501,Petroleum Engineering.,ENGINEERING: MECHANICAL & PETROLEUM
0116656,01,Berkeley,16,College Of Engineering,656,GENERAL ENGR SCIENCE,N,GENERAL CAMPUS,0,240,ENGINEERING,141301,Engineering Science.,GENERAL ENGINEERING SCIENCE
0119000,01,Berkeley,19,College Of Environmental Design,000,UNDECLARED,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",UNDECLARED
0119002,01,Berkeley,19,College Of Environmental Design,002,DOUBLE MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",DOUBLE MAJOR
0119003,01,Berkeley,19,College Of Environmental Design,003,TRIPLE MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",TRIPLE MAJOR
0119008,01,Berkeley,19,College Of Environmental Design,008,LIMITED,N,GENERAL CAMPUS,0,430,LETTERS,240199,"Liberal Arts and Sciences, General Studies and Humanities, Other.",LIMITED
0119084,01,Berkeley,19,College Of Environmental Design,084,ARCHITECTURE,N,GENERAL CAMPUS,0,630,ARCHITECTURE & ENVIRON DESIGN,040201,Architecture.,ARCHITECTURE
0119165,01,Berkeley,19,College Of Environmental Design,165,CITY REGIONAL PLAN,N,GENERAL CAMPUS,120,630,ARCHITECTURE & ENVIRON DESIGN,040301,"City/Urban, Community and Regional Planning.",CITY REGIONAL PLANNING
0119222,01,Berkeley,19,College Of Environmental Design,222,DESIGN,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500401,"Design and Visual Communications, General.",DESIGN
01192D9,01,Berkeley,19,College Of Environmental Design,2D9,SUSTAINABLE ENVIRON DSGN,N,GENERAL CAMPUS,120,630,ARCHITECTURE & ENVIRON DESIGN,040401,Environmental Design/Architecture.,SUSTAINABLE ENVIRONMENTAL DESIGN
01192F1,01,Berkeley,19,College Of Environmental Design,2F1,REAL ESTATE DEV & DESIGN,Y,GENERAL CAMPUS,0,630,ARCHITECTURE & ENVIRON DESIGN,040902,Architectural and Building Sciences/Technology.,REAL ESTATE DEVELOPMENT & DESIGN
01192F2,01,Berkeley,19,College Of Environmental Design,2F2,M.ARCH.,N,GENERAL CAMPUS,0,630,ARCHITECTURE & ENVIRON DESIGN,040902,Architectural and Building Sciences/Technology.,MASTER OF ARCHITECTURE
01192F3,01,Berkeley,19,College Of Environmental Design,2F3,M.LAND.ARCH.,N,GENERAL CAMPUS,0,120,AGRICULTURE & NATURAL RESOURCES,030103,Environmental Studies.,MASTER OF LANDSCAPE ARCHITECTURE
01192F4,01,Berkeley,19,College Of Environmental Design,2F4,M.A.A.D.,N,GENERAL CAMPUS,0,630,ARCHITECTURE & ENVIRON DESIGN,040902,Architectural and Building Sciences/Technology.,MASTER OF ADVANCED ARCHITECTURAL DESIGN
01192F5,01,Berkeley,19,College Of Environmental Design,2F5,M.CITY.PLAN.,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,303301,Sustainability Studies.,MASTER OF CITY PLANNING
0119340,01,Berkeley,19,College Of Environmental Design,340,ENVIRONMENTAL PLANNG,N,GENERAL CAMPUS,0,630,ARCHITECTURE & ENVIRON DESIGN,040401,Environmental Design/Architecture.,ENVIRONMENTAL PLANNING
0119451,01,Berkeley,19,College Of Environmental Design,451,INDIVIDUAL MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",INDIVIDUAL MAJOR
0119489,01,Berkeley,19,College Of Environmental Design,489,LANDSCAPE ARCH,N,GENERAL CAMPUS,120,630,ARCHITECTURE & ENVIRON DESIGN,040601,Landscape Architecture.,LANDSCAPE ARCHITECTURE
01194A9,01,Berkeley,19,College Of Environmental Design,4A9,LAND ARCH & ENV PLANNING,N,GENERAL CAMPUS,0,120,AGRICULTURE & NATURAL RESOURCES,030103,Environmental Studies.,LANDSCAPE ARCHITECTURE & ENVIRONMENTAL PLANNING
0119912,01,Berkeley,19,College Of Environmental Design,912,URBAN STUDIES,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,451201,Urban Studies/Affairs.,URBAN STUDIES
0119920,01,Berkeley,19,College Of Environmental Design,920,URBAN DESIGN,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,303301,Sustainability Studies.,URBAN DESIGN
0119923,01,Berkeley,19,College Of Environmental Design,923,VISUAL DESIGN,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500401,"Design and Visual Communications, General.",VISUAL DESIGN
0125000,01,Berkeley,25,College Of Letters & Science,000,UNDECLARED,N,GENERAL CAMPUS,0,430,LETTERS,240102,General Studies.,UNDECLARED
0125002,01,Berkeley,25,College Of Letters & Science,002,DOUBLE MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",DOUBLE MAJOR
0125003,01,Berkeley,25,College Of Letters & Science,003,TRIPLE MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",TRIPLE MAJOR
0125008,01,Berkeley,25,College Of Letters & Science,008,LIMITED,N,GENERAL CAMPUS,0,430,LETTERS,240199,"Liberal Arts and Sciences, General Studies and Humanities, Other.",LIMITED
0125009,01,Berkeley,25,College Of Letters & Science,009,JOINT MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",JOINT MAJOR
0125014,01,Berkeley,25,College Of Letters & Science,014,AFRICAN-AMERICAN STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050201,African-American/Black Studies.,AFRICAN-AMERICAN STUDIES
0125019,01,Berkeley,25,College Of Letters & Science,019,AFRI-AM STDY-HUMANITIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050201,African-American/Black Studies.,AFRICAN-AMERICAN STUDY - HUMANITIES
0125020,01,Berkeley,25,College Of Letters & Science,020,AFRI-AM STDY-SOCIAL SCI,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050201,African-American/Black Studies.,AFRICAN-AMERICAN STUDY - SOCIAL SCIENCES
0125034,01,Berkeley,25,College Of Letters & Science,034,AGR & RES ECON & POLICY,N,GENERAL CAMPUS,0,120,AGRICULTURE & NATURAL RESOURCES,010103,Agricultural Economics.,AGRICULTURAL & RESOURCES ECONOMICS & POLICY
0125045,01,Berkeley,25,College Of Letters & Science,045,AMERICAN STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050102,American/United States Studies/Civilization.,AMERICAN STUDIES
0125054,01,Berkeley,25,College Of Letters & Science,054,ANCIEN NEAR EAST CIV,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050108,Near and Middle Eastern Studies.,ANCIENT NEAR EAST CIVILIZATIONS
0125063,01,Berkeley,25,College Of Letters & Science,063,ANTHROPOLOGY,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,450201,"Anthropology, General.",ANTHROPOLOGY
0125067,01,Berkeley,25,College Of Letters & Science,067,ANCIENT&N.EAST HIST&ARCH,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050108,Near and Middle Eastern Studies.,ANCIENT & NEAR EAST HISTORY & ARCHITECTURE
0125072,01,Berkeley,25,College Of Letters & Science,072,APPLIED MATHEMATICS,N,GENERAL CAMPUS,0,210,MATHEMATICS,270301,"Applied Mathematics, General.",APPLIED MATHEMATICS
0125090,01,Berkeley,25,College Of Letters & Science,090,ART,N,GENERAL CAMPUS,120,410,FINE & APPLIED ARTS,500702,"Fine/Studio Arts, General.",ART
0125095,01,Berkeley,25,College Of Letters & Science,095,ASIAN STUDIES AREA I,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050103,Asian Studies/Civilization.,ASIAN STUDIES AREA I
0125096,01,Berkeley,25,College Of Letters & Science,096,ASIAN STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050103,Asian Studies/Civilization.,ASIAN STUDIES
0125097,01,Berkeley,25,College Of Letters & Science,097,ASIAN STUDIES AREA II,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050103,Asian Studies/Civilization.,ASIAN STUDIES AREA II
0125099,01,Berkeley,25,College Of Letters & Science,099,ASTRONOMY,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400201,Astronomy.,ASTRONOMY
01250AM,01,Berkeley,25,College Of Letters & Science,0AM,DATA SCIENCE,N,GENERAL CAMPUS,120,220,COMPUTER & INFORMATION SCIENCES,110199,"Computer and Information Sciences, Other.",DATA SCIENCE
01250HD,01,Berkeley,25,College Of Letters & Science,0HD,ME LANG & LIT,N,GENERAL CAMPUS,120,420,FOREIGN LANGUAGES & LITERATURE,161199,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other.",MIDDLE EASTERN LANGUAGES & LITERATURES
01250HE,01,Berkeley,25,College Of Letters & Science,0HE,MID EAST WORLDS,N,GENERAL CAMPUS,120,020,INTERDISCIPLINARY STUDIES,302202,"Classical, Ancient Mediterranean, And Near Eastern Studies And Archaeology.",MIDDLE EASTERN WORLDS
01250Z9,01,Berkeley,25,College Of Letters & Science,0Z9,ASIAN STDS AREA IV-INDIA,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050103,Asian Studies/Civilization.,ASIAN STUDIES AREA IV - INDIA
0125100,01,Berkeley,25,College Of Letters & Science,100,ASIAN AMER STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050206,Asian-American Studies.,ASIAN AMERICAN STUDIES
0125101,01,Berkeley,25,College Of Letters & Science,101,ASTROPHYSICS,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400202,Astrophysics.,ASTROPHYSICS
0125104,01,Berkeley,25,College Of Letters & Science,104,ASIAN STUDIES-AREA3-SEA,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050113,Southeast Asian Studies.,ASIAN STUDIES - AREA3 - SOUTHEAST ASIA
0125108,01,Berkeley,25,College Of Letters & Science,108,BACTERIOLOGY,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260503,Medical Microbiology and Bacteriology.,BACTERIOLOGY
0125109,01,Berkeley,25,College Of Letters & Science,109,BIOL SCIENCE-PLAN A,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260101,"Biology/Biological Sciences, General.",BIOLOGICAL SCIENCE - PLAN A
012510K,01,Berkeley,25,College Of Letters & Science,10K,INDIVIDUAL MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",INDIVIDUAL MAJOR
0125110,01,Berkeley,25,College Of Letters & Science,110,BIOL SCIENCE-PLAN B,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260101,"Biology/Biological Sciences, General.",BIOLOGICAL SCIENCE - PLAN B
0125111,01,Berkeley,25,College Of Letters & Science,111,BIOCHEMISTRY,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260202,Biochemistry.,BIOCHEMISTRY
0125112,01,Berkeley,25,College Of Letters & Science,112,ECOLOGY (BIOL SCI-PLAN C),N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,261301,Ecology.,ECOLOGY (BIOLOGICAL SCIENCE - PLAN C)
0125113,01,Berkeley,25,College Of Letters & Science,113,BIOL SCIENCE-PLAN D,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260101,"Biology/Biological Sciences, General.",BIOLOGICAL SCIENCE - PLAN D
0125120,01,Berkeley,25,College Of Letters & Science,120,BIOLOGICAL SCIENCES,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260101,"Biology/Biological Sciences, General.",BIOLOGICAL SCIENCES
0125126,01,Berkeley,25,College Of Letters & Science,126,BIOPHYSICS,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260203,Biophysics.,BIOPHYSICS
0125131,01,Berkeley,25,College Of Letters & Science,131,BIOPHYS-MED PHYS OPT,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260203,Biophysics.,BIOPHYSICS - MEDICAL PHYSICS OPTICS
0125136,01,Berkeley,25,College Of Letters & Science,136,BIOL SCIENCE-PLAN E,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260101,"Biology/Biological Sciences, General.",BIOLOGY SCIENCE - PLAN E
0125138,01,Berkeley,25,College Of Letters & Science,138,BOTANY,N,GENERAL CAMPUS,0,110,BIOLOGICAL SCIENCES,260301,Botany/Plant Biology.,BOTANY
0125147,01,Berkeley,25,College Of Letters & Science,147,CELTIC STUDIES,N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,161301,"Celtic Languages, Literatures, and Linguistics.",CELTIC STUDIES
0125153,01,Berkeley,25,College Of Letters & Science,153,CHEMISTRY,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400501,"Chemistry, General.",CHEMISTRY
0125160,01,Berkeley,25,College Of Letters & Science,160,CHICANO STUDIES,N,GENERAL CAMPUS,0,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",CHICANO STUDIES
0125169,01,Berkeley,25,College Of Letters & Science,169,CLASSICAL CIVILIZATION,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,302202,"Classical, Ancient Mediterranean, And Near Eastern Studies And Archaeology.",CLASSICAL CIVILIZATION
0125171,01,Berkeley,25,College Of Letters & Science,171,CLASSICAL LANGUAGES,N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,161200,"Classics and Classical Languages, Literatures, and Linguistics, General.",CLASSICAL LANGUAGES
0125179,01,Berkeley,25,College Of Letters & Science,179,COGNITIVE SCIENCE,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,302501,"Cognitive Science, General.",COGNITIVE SCIENCE
0125192,01,Berkeley,25,College Of Letters & Science,192,COMP LIT,N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,160104,Comparative Literature.,COMPARATIVE LITERATURE
01251A6,01,Berkeley,25,College Of Letters & Science,1A6,ATMOSPHERIC SCIENCE,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400401,"Atmospheric Sciences and Meteorology, General.",ATMOSPHERIC SCIENCE
0125201,01,Berkeley,25,College Of Letters & Science,201,COMPUTER SCIENCE,N,GENERAL CAMPUS,0,220,COMPUTER & INFORMATION SCIENCES,110701,Computer Science.,COMPUTER SCIENCE
0125234,01,Berkeley,25,College Of Letters & Science,234,DRAMATIC ART,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500501,"Drama and Dramatics/Theatre Arts, General.",DRAMATIC ART
0125235,01,Berkeley,25,College Of Letters & Science,235,DRAMATIC ART-DANCE,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500501,"Drama and Dramatics/Theatre Arts, General.",DRAMATIC ART - DANCE
0125236,01,Berkeley,25,College Of Letters & Science,236,DUTCH STUDIES,N,GENERAL CAMPUS,0,420,FOREIGN LANGUAGES & LITERATURE,160504,Dutch/Flemish Language and Literature.,DUTCH STUDIES
0125238,01,Berkeley,25,College Of Letters & Science,238,DEVELOPMENT STUDIES,N,GENERAL CAMPUS,0,320,SOCIAL SCIENCES,459999,"Social Sciences, Other.",DEVELOPMENT STUDIES
0125240,01,Berkeley,25,College Of Letters & Science,240,EARTH SCIENCE,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400601,"Geology/Earth Science, General.",EARTH SCIENCE
0125246,01,Berkeley,25,College Of Letters & Science,246,ECONOMICS,N,GENERAL CAMPUS,120,320,SOCIAL SCIENCES,450603,Econometrics and Quantitative Economics.,ECONOMICS
01252A1,01,Berkeley,25,College Of Letters & Science,2A1,DANCE & PERFORMANCE STUD,N,GENERAL CAMPUS,0,410,FINE & APPLIED ARTS,500301,"Dance, General.",DANCE & PERFORMANCE STUDIES
01252A4,01,Berkeley,25,College Of Letters & Science,2A4,EARTH/PLANETARY SCIENCES,N,GENERAL CAMPUS,0,230,PHYSICAL SCIENCES,400601,"Geology/Earth Science, General.",EARTH/PLANETARY SCIENCES
01252A9,01,Berkeley,25,College Of Letters & Science,2A9,MEDIA STUDIES,N,GENERAL CAMPUS,0,670,"COMMUNICATION, JOURNALISM & REL",090102,Mass Communication/Media Studies.,MEDIA STUDIES
01252B1,01,Berkeley,25,College Of Letters & Science,2B1,PLANETARY SCI,N,GENERAL CAMPUS,120,230,PHYSICAL SCIENCES,400203,Planetary Astronomy and Science.,PLANETARY SCIENCE
01252B2,01,Berkeley,25,College Of Letters & Science,2B2,POLITICAL ECONOMY,N,GENERAL CAMPUS,120,320,SOCIAL SCIENCES,459999,"Social Sciences, Other.",POLITICAL ECONOMY
01252C2,01,Berkeley,25,College Of Letters & Science,2C2,A A & ASIAN DIASPORA STD,N,GENERAL CAMPUS,120,330,"AREA, ETHN, CULTUR & GENDER STU",050103,Asian Studies/Civilization.,ASIAN AMERICAN AND ASIAN DIASPORA STUDIES
01252E1,01,Berkeley,25,College Of Letters & Science,2E1,"E ASIAN REL,THOUGHT & CUL",N,GENERAL CAMPUS,120,420,FOREIGN LANGUAGES & LITERATURE,160300,"East Asian Languages, Literatures, and Linguistics, General.","EAST ASIAN RELIGION, THOUGHT, AND CULTURE"
01252E4,01,Berkeley,25,College Of Letters & Science,2E4,INTERNATIONAL/GLOBAL STUD,N,GENERAL CAMPUS,120,020,INTERDISCIPLINARY STUDIES,302001,International/Globalization Studies.,INTERNATIONAL/GLOBAL STUDIES
01252G3,01,Berkeley,25,College Of Letters & Science,2G3,ANCIENT GRK & ROMAN STDS,N,GENERAL CAMPUS,120,020,INTERDISCIPLINARY STUDIES,302202,"Classical, Ancient Mediterranean, And Near Eastern Studies And Archaeology.",ANCIENT GREEK AND ROMAN STUDIES
01252G5,01,Berkeley,25,College Of Letters & Science,2G5,CHICANX LATINX STUDIES,N,GENERAL CAMPUS,120,330,"AREA, ETHN, CULTUR & GENDER STU",050203,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",CHICANX LATINX STUDIES
01252G8,01,Berkeley,25,College Of Letters & Science,2G8,EAST ASIAN HUMANITIES,N,GENERAL CAMPUS,120,330,"AREA, ETHN, CULTUR & GENDER STU",050104,East Asian Studies.,EAST ASIAN HUMANITIES
0125345,01,Berkeley,25,College Of Letters & Science,345,ENGLISH,N,GENERAL CAMPUS,0,430,LETTERS,230101,"English Language and Literature, General.",ENGLISH
0125351,01,Berkeley,25,College Of Letters & Science,351,ENVIRONMENTAL SCI,N,GENERAL CAMPUS,0,120,AGRICULTURE & NATURAL RESOURCES,030104,Environmental Science.,ENVIRONMENTAL SCIENCE
0125356,01,Berkeley,25,College Of Letters & Science,356,ENVIRON STUDIES,N,GENERAL CAMPUS,0,120,AGRICULTURE & NATURAL RESOURCES,030104,Environmental Science.,ENVIRONMENTAL STUDIES
012535C,01,Berkeley,25,College Of Letters & Science,35C,INDIVIDUAL MAJOR,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,309999,"Multi-/Interdisciplinary Studies, Other.",INDIVIDUAL MAJOR
0125360,01,Berkeley,25,College Of Letters & Science,360,ETHNIC STUDIES,N,GENERAL CAMPUS,120,330,"AREA, ETHN, CULTUR & GENDER STU",050200,Ethnic Studies.,ETHNIC STUDIES
0125370,01,Berkeley,25,College Of Letters & Science,370,ENVIRONMENTAL SCIENCE I,N,GENERAL CAMPUS,0,120,AGRICULTURE & NATURAL RESOURCES,030104,Environmental Science.,ENVIRONMENTAL SCIENCE I
0125372,01,Berkeley,25,College Of Letters & Science,372,FOOD & NUTRITION SCI,N,GENERAL CAMPUS,0,020,INTERDISCIPLINARY STUDIES,301901,Nutrition Sciences.,FOOD & NUTRITION SCIENCE
